PRE_PDN;PRE_STBY;ACT_PDN;ACT_STBY;ACT;WR;RD;DQ;REF
0.0;0.0;0.0;14.399999999999999;6.225179443203566;1.9574783999999998;29.462106931199997;27.5364790272;0.84
0.0;0.0;0.0;36.0;20.534446080011765;2.654208;36.586930176;14.185458892800002;59.04
0.0;0.0;0.0;36.0;20.534446080011765;2.654208;36.586930176;27.5364790272;59.04
